idx,text,label,prompt,predict
585,http://variety.com/2015/film/news/box-office-fifty-shades-of-grey-explodes-with-record-breaking-81-7-million-1201434486/,良性,http://variety.com/2015/film/news/box-office-fifty-shades-of-grey-explodes-with-record-breaking-81-7-million-1201434486/,是
586,Heres my breakdown for July. -Craig W. Lipke Citizens Energy Supply Phone 928 226-2243 Fax 928 226-2168 Cell 520 699-3683  This email and any files transmitted with it from Citizens Communication Co. are confidential and intended solely for the use of the individual or entity to whom they are addressed. Any other use is expressly prohibited. If you have received this email in error please notify the sender immediately.  Enr0107.xls,良性,Heres my breakdown for July. -Craig W. Lipke Citizens Energy Supply Phone 928 226-2243 Fax 928 226-2168 Cell 520 699-3683  This email and any files transmitted with it from Citizens Communication Co. are confidential and intended solely for the use of the individual or entity to whom they are addressed. Any other use is expressly prohibited. If you have received this email in error please notify the sender immediately.  Enr0107.xls,是
587,Here is the Electronic Trading Agreement we discussed.,良性,Here is the Electronic Trading Agreement we discussed.,是
588,http://78.142.18.92/bins/byte.mips,恶意,http://78.142.18.92/bins/byte.mips,是
589,"Heres the suggested plan to try to make our weekly calls as efficient, painless and useful as possible. All other ideas, thoughts, comments, etc., are welcome. Well set up a recurring call-in number for Thursdays at 830 AM, i.e., same number every week It will be assumed that everyone will call in no pre-meeting prep necessary. If someone doesnt call in, it will be assumed that the person has a conflict and cant make it giving the benefit of the doubt is a virtue. Those that do call in will conduct the call. Again, the assumption is that, save for minor exceptions, everyone will be on the call. Thoughts? Best, Jeff",良性,"Heres the suggested plan to try to make our weekly calls as efficient, painless and useful as possible. All other ideas, thoughts, comments, etc., are welcome. Well set up a recurring call-in number for Thursdays at 830 AM, i.e., same number every week It will be assumed that everyone will call in no pre-meeting prep necessary. If someone doesnt call in, it will be assumed that the person has a conflict and cant make it giving the benefit of the doubt is a virtue. Those that do call in will conduct the call. Again, the assumption is that, save for minor exceptions, everyone will be on the call. Thoughts? Best, Jeff",否
590,http://115.56.127.236:41670/i,恶意,http://115.56.127.236:41670/i,是
591,"Sorry for the delay in response...Im up to my ears in preparation for TWs new contractscapacity release implementation. I am available both Wednesday and Thursday afternoon. Please let me know which is better for you. Thanks, Elizabeth -----Original Message----- From Watson, Kimberly Sent Monday, February 25, 2002 1125 AM To Brown, Elizabeth Subject RE Discounting of GRI on One-part Contracts Elizabeth, Yes I would like to discuss this with you. My schedule for Wednesday afternoon or Thursday looks good. How about you? Kim. -----Original Message----- From Brown, Elizabeth Sent Tuesday, February 19, 2002 1239 PM To Buchanan, John Watson, Kimberly Subject Discounting of GRI on One-part Contracts Importance High It again appears that some one-part contracts have not had the GRI commodity portion discounted to zero whenever possible. This detail needs to be reviewed monthly since it impacts Transwesterns bottom line. Can we discuss so that everyone is on the same page? Maybe we need a point person in the scheduling group to review a monthly report and identify who within Marketing will be updatingcorrecting the rates in CBS. Examples of discounted contracts in January 2002 where we paid out to the GRI rather than discounting to zero and taking the money to income Sempra K 27808 PGE Energy Trading K 27796 Western Gas K 27797 Agave K 27377 Tenaska K 27792 Please let me know what your thoughts are. Thanks, Elizabeth",良性,"Sorry for the delay in response...Im up to my ears in preparation for TWs new contractscapacity release implementation. I am available both Wednesday and Thursday afternoon. Please let me know which is better for you. Thanks, Elizabeth -----Original Message----- From Watson, Kimberly Sent Monday, February 25, 2002 1125 AM To Brown, Elizabeth Subject RE Discounting of GRI on One-part Contracts Elizabeth, Yes I would like to discuss this with you. My schedule for Wednesday afternoon or Thursday looks good. How about you? Kim. -----Original Message----- From Brown, Elizabeth Sent Tuesday, February 19, 2002 1239 PM To Buchanan, John Watson, Kimberly Subject Discounting of GRI on One-part Contracts Importance High It again appears that some one-part contracts have not had the GRI commodity portion discounted to zero whenever possible. This detail needs to be reviewed monthly since it impacts Transwesterns bottom line. Can we discuss so that everyone is on the same page? Maybe we need a point person in the scheduling group to review a monthly report and identify who within Marketing will be updatingcorrecting the rates in CBS. Examples of discounted contracts in January 2002 where we paid out to the GRI rather than discounting to zero and taking the money to income Sempra K 27808 PGE Energy Trading K 27796 Western Gas K 27797 Agave K 27377 Tenaska K 27792 Please let me know what your thoughts are. Thanks, Elizabeth",是
592,"Rika, Just to let you know a couple of things 1. The NRC Chairman Meserves executive assistant called us specifically today to let us know the daily plant status was back. However, they said they are still in a test mode and the data may not all be there and whats there may not all be accurate. They are still working toward having everything up and rolling perfect by the end of the month although it seems they will improve on that target. 2. The Indian Point 2 meeting was about what we expected. The NRC has a little more confidence in the way Entergy is proceeding than it had in Con Edison. However, IP2 remains the only plant in the country with multiple degraded cornerstones in the NRCs reactor oversight process, and is still weak in several of those areas including Design Configuration Control, Human Performance, Equipment Reliability, Emergency Preparedness, and Corrective Actions. One of the major disadvantages that Entergy has with IP2 is its location in the Northeast Anti-nuke country. There were more than 120 people at the meeting, of which about half were general public. The public was not friendly and voiced complaints and protests against the quality of operation. While this of itself will not hurt Entergys operation efforts, it does bear heavily on the NRCs attitude toward the plant. The NRC does not want to be embarrassed as it has in the past most notably with Millstone. If Entergy loses ground in their recovery efforts especially in the area of security, the NRC will step in to take more drastic action. Dan",恶意,"Rika, Just to let you know a couple of things 1. The NRC Chairman Meserves executive assistant called us specifically today to let us know the daily plant status was back. However, they said they are still in a test mode and the data may not all be there and whats there may not all be accurate. They are still working toward having everything up and rolling perfect by the end of the month although it seems they will improve on that target. 2. The Indian Point 2 meeting was about what we expected. The NRC has a little more confidence in the way Entergy is proceeding than it had in Con Edison. However, IP2 remains the only plant in the country with multiple degraded cornerstones in the NRCs reactor oversight process, and is still weak in several of those areas including Design Configuration Control, Human Performance, Equipment Reliability, Emergency Preparedness, and Corrective Actions. One of the major disadvantages that Entergy has with IP2 is its location in the Northeast Anti-nuke country. There were more than 120 people at the meeting, of which about half were general public. The public was not friendly and voiced complaints and protests against the quality of operation. While this of itself will not hurt Entergys operation efforts, it does bear heavily on the NRCs attitude toward the plant. The NRC does not want to be embarrassed as it has in the past most notably with Millstone. If Entergy loses ground in their recovery efforts especially in the area of security, the NRC will step in to take more drastic action. Dan",是
593,Hello Stan - Mike asked me to send you my resume for a potential position. Please feel free to forward to anyone that might be interested. Thank you very much for your help. Cathy Phillips 713-504-2233 - Cellular 281-489-9589 - Home,恶意,Hello Stan - Mike asked me to send you my resume for a potential position. Please feel free to forward to anyone that might be interested. Thank you very much for your help. Cathy Phillips 713-504-2233 - Cellular 281-489-9589 - Home,否
594,"Please find the attached credit response that Tom provided yesterday on the revised profile from today. Let me know if you have any questions. Thanks, Stephanie",恶意,"Please find the attached credit response that Tom provided yesterday on the revised profile from today. Let me know if you have any questions. Thanks, Stephanie",否
595,Here is the revised listing post my discussion with Sally this morning Hector - please use this list to cross reference with the 1s from our Talent Review this morning Would like to have that ready for the 1pm meeting tomorrow,良性,Here is the revised listing post my discussion with Sally this morning Hector - please use this list to cross reference with the 1s from our Talent Review this morning Would like to have that ready for the 1pm meeting tomorrow,是
596,"Successes are good to share. ---------------------- Forwarded by Jane WilsonENRON_DEVELOPMENT on 04202000 1253 AM --------------------------- Jane Wilson 04202000 1246 AM To Sanjay BhatnagarENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Wade ClineENRON_DEVELOPMENT@ENRON_DEVELOPMENT cc Neil McGregorENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Sandeep KohliENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Mukesh TyagiENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Abha KaulENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Sisir K PodderENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Hans OwensENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Shubh ShrivastavaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Rajendra KagwadeENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Mark Schroeder@ECT, Sandeep KatwalaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Lena KasbekarENRON_DEVELOPMENT@ENRON_DEVELOPMENT, K SeethayyaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ashok MehtaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Thane TwiggsENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Amr IbrahimENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Lara Leibman@EES Subject MERCMerit Order Dispatch This memorandum is marked confidential because Mr. Subramanyam requested that this information be kept confidential. In a meeting today after discussing an internal memorandum that was delivered to Mr. S. for his information, I was told that MERC does not plan to interfere in any way with the operation of merit order dispatch. It will merely espouse economic dispatch in theory but defer to the operational expertise of MSEB. Since MSEB avers in an Affidavit that it is already dispatching based on economic order, nothing will change due to interference by the regulator. This ruling will obviously be in Dabhols best interest. The recommendation has been dictated by MERC and, as he says, We will not interfere with Dabhol.",恶意,"Successes are good to share. ---------------------- Forwarded by Jane WilsonENRON_DEVELOPMENT on 04202000 1253 AM --------------------------- Jane Wilson 04202000 1246 AM To Sanjay BhatnagarENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Wade ClineENRON_DEVELOPMENT@ENRON_DEVELOPMENT cc Neil McGregorENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Sandeep KohliENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Mukesh TyagiENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Abha KaulENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Sisir K PodderENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Hans OwensENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Shubh ShrivastavaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Rajendra KagwadeENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Mark Schroeder@ECT, Sandeep KatwalaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Lena KasbekarENRON_DEVELOPMENT@ENRON_DEVELOPMENT, K SeethayyaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ashok MehtaENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Thane TwiggsENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Amr IbrahimENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Lara Leibman@EES Subject MERCMerit Order Dispatch This memorandum is marked confidential because Mr. Subramanyam requested that this information be kept confidential. In a meeting today after discussing an internal memorandum that was delivered to Mr. S. for his information, I was told that MERC does not plan to interfere in any way with the operation of merit order dispatch. It will merely espouse economic dispatch in theory but defer to the operational expertise of MSEB. Since MSEB avers in an Affidavit that it is already dispatching based on economic order, nothing will change due to interference by the regulator. This ruling will obviously be in Dabhols best interest. The recommendation has been dictated by MERC and, as he says, We will not interfere with Dabhol.",否
597,http://codepen.io/api/oembed?url=http%3a%2f%2fcodepen.io%2fzevanrosser%2fpen%2fxggjpm&format=json,良性,http://codepen.io/api/oembed?url=http%3a%2f%2fcodepen.io%2fzevanrosser%2fpen%2fxggjpm&format=json,是
598,http://thechive.com/2015/05/03/step-aside-banksy-theres-a-new-street-artist-in-town-named-wanksy/,良性,http://thechive.com/2015/05/03/step-aside-banksy-theres-a-new-street-artist-in-town-named-wanksy/,是
599,"Kathy I am on maternity leave and will not be able to attend this function. Carol St. Clair EB 3892 713-853-3989 Phone 713-646-3393 Fax carol.st.clair@enron.com Kathy Mayfield@ENRON Sent by Enron Announcements@ENRON 072700 0613 PM To Enron Executives cc Subject Important United Way Reminder Reminder! The United Way Executive Breakfasts are one week away. Please RSVP if you have not already done so. Date Thursday, August 3, 2000 hosted by Joe Sutton or Friday, August 4, 2000 hosted by Jeff Skilling Time 745-900 a.m. Location DePelchin Children,s Center 100 Sandman near Memorial and Shepherd intersection RSVP Reply directly to this email or call Jessica Nunez, 853-1918 by Monday, July 31 Transportation Bus will depart from the Enron Building Andrews Street side promptly at 730 a.m. Bus transportation is encouraged, due to limited onsite parking. However, if you should need to drive, directions to DePelchin are below. EXECUTIVE SOLICITATION Executive Solicitation kicked-off on July 24 and is well underway. As you know, participation by Enron,s executive team is vital to the success of the campaign. To make your contribution, please click on the following United Way link, httpunitedway.enron.com or go directly to Internet Explorer or Netscape and type in httpunitedway.enron.com in the address field. Either option should take you to Enron,s United Way 2000 Campaign site where you should be able to make your pledge within minutes. Please call Kathy Mayfield, Enron,s Campaign Coordinator at 713853-3264 if you have any difficulties at all accessing the site. We look forward to seeing you next week! Directions to DePelchin Children,s Center  100 Sandman 713-861-8136 From Downtown Houston ? Take Prairie which turns into Memorial or Allen Parkway WEST to Shepherd. ? Turn RIGHT on Shepherd. ? Turn LEFT on Feagan which is the first light after Memorial. ? Turn LEFT on Sandman and drive down a couple of blocks. From the Galleria Area ? Take 610 North to the WoodwayMemorial Exit. Exit and turn RIGHT on Woodway. ? Woodway will turn into Memorial and stay on Memorial until you see the Shepherd exit. ? Exit Shepherd and turn LEFT on Shepherd. ? Turn LEFT on Feagan which is the first light after Memorial. ? Turn LEFT on Sandman and drive down a couple of blocks. From North of Downtown ? Take 45 or 59 SOUTH to I-10. Go WEST on I-10. ? Take the ShepherdDurham exit and go through the Shepherd intersection to Durham. Go LEFT under the freeway on Durham. ? Turn RIGHT on Feagan which will be a light. ? Turn LEFT on Sandman and drive down a couple of blocks.",恶意,"Kathy I am on maternity leave and will not be able to attend this function. Carol St. Clair EB 3892 713-853-3989 Phone 713-646-3393 Fax carol.st.clair@enron.com Kathy Mayfield@ENRON Sent by Enron Announcements@ENRON 072700 0613 PM To Enron Executives cc Subject Important United Way Reminder Reminder! The United Way Executive Breakfasts are one week away. Please RSVP if you have not already done so. Date Thursday, August 3, 2000 hosted by Joe Sutton or Friday, August 4, 2000 hosted by Jeff Skilling Time 745-900 a.m. Location DePelchin Children,s Center 100 Sandman near Memorial and Shepherd intersection RSVP Reply directly to this email or call Jessica Nunez, 853-1918 by Monday, July 31 Transportation Bus will depart from the Enron Building Andrews Street side promptly at 730 a.m. Bus transportation is encouraged, due to limited onsite parking. However, if you should need to drive, directions to DePelchin are below. EXECUTIVE SOLICITATION Executive Solicitation kicked-off on July 24 and is well underway. As you know, participation by Enron,s executive team is vital to the success of the campaign. To make your contribution, please click on the following United Way link, httpunitedway.enron.com or go directly to Internet Explorer or Netscape and type in httpunitedway.enron.com in the address field. Either option should take you to Enron,s United Way 2000 Campaign site where you should be able to make your pledge within minutes. Please call Kathy Mayfield, Enron,s Campaign Coordinator at 713853-3264 if you have any difficulties at all accessing the site. We look forward to seeing you next week! Directions to DePelchin Children,s Center  100 Sandman 713-861-8136 From Downtown Houston ? Take Prairie which turns into Memorial or Allen Parkway WEST to Shepherd. ? Turn RIGHT on Shepherd. ? Turn LEFT on Feagan which is the first light after Memorial. ? Turn LEFT on Sandman and drive down a couple of blocks. From the Galleria Area ? Take 610 North to the WoodwayMemorial Exit. Exit and turn RIGHT on Woodway. ? Woodway will turn into Memorial and stay on Memorial until you see the Shepherd exit. ? Exit Shepherd and turn LEFT on Shepherd. ? Turn LEFT on Feagan which is the first light after Memorial. ? Turn LEFT on Sandman and drive down a couple of blocks. From North of Downtown ? Take 45 or 59 SOUTH to I-10. Go WEST on I-10. ? Take the ShepherdDurham exit and go through the Shepherd intersection to Durham. Go LEFT under the freeway on Durham. ? Turn RIGHT on Feagan which will be a light. ? Turn LEFT on Sandman and drive down a couple of blocks.",是
600,"Thank you for your interest!!! Judgment Courses offers an extensive training course in How to Collect Money Judgments . s23 If you are like many people, you are not even sure what a Money Judgment is and why processing Money Judgments can earn you very substantial income . If you ever sue a company or a person and you win then you will have a Money Judgment against them. You are happy you won but you will soon find out the shocking fact Its now up to you to collect on the Judgment. The court does not require the loser to pay you. The court will not even help you. You must trace the loser down, find their assets, their employment, bank accounts, real estate, stocks and bonds, etc. Very few people know how to find these assets or what to do when they are found. The result is that millions of Judgments are just sitting in files and being forgotten. In 79 of the cases the winner of a Judgment never sees a dime. The non-payment of judicial debt has grown to epidemic proportions. Right now in the United States there is between 200 and 300 billion dollars of uncollected Money Judgment debt . For every Judgment that is paid, 5 more Judgments take its place. We identified this massive market 8 years ago and have actively pursued Judicial Judgments since. We invented this business. We have perfected it into a well proven and solid profession in which only a select few will be trained in the techniques necessary to succeed. With our first hand experience we have built a course which teaches you how to start your business in this new unknown and exciting field of processing Money Judgments. By following the steps laid out in our course and with reasonable effort you can become very successful in the processing of Money Judgments. The income potential is substantial in this profession. We have associates who have taken our course and are now working full time making 96,000.00 to over 200,000.00 per year. Part time associates are earning between 24,000.00 and 100,000.00 per year . Some choose to operate out of their home and work by themselves. Others build a sizable organization of 15 to 25 people in attractive business offices. Today our company and our associates have over 126 million dollars in Money Judgments that we are currently processing. Of this 126 million, 25 million is in the form of joint ventures between our firm and our associates. Joint ventures are where we make our money. We only break even when our course is purchased. We make a 12 margin on the reports we supply to our associates. Our reporting capability is so extensive that government agencies, police officers, attorneys, credit agencies etc., all come to us for reports. Many of our associates already have real estate liens in force of between 5 million to over 15 million dollars. Legally this means that when the properties are sold or refinanced our associate must be paid off. The norm is 10 interest compounded annually on unpaid Money Judgments. Annual interest on 5 million at 10 translates to 500,000.00 annually in interest income, not counting the payment of the principal. Our associates earn half of this amount or 250,000.00 per year. This is just for interest, not counting principle and not counting the compounding of the interest which can add substantial additional income. Typically companies are sold for 10 times earnings. Just based on simple interest an associate with 5 million in real estate liens could sell their business for approximately 2.5 million dollars. 92 of all of our associates work out of their home 43 are women and 36 are part time . One of the benefits of working in this field is that you are not under any kind of time frame. If you decide to take off for a month on vacation then go. The Judgments you are working on will be there when you return. The Judgments are still in force, they do not disappear. The way we train you is non-confrontational. You use your computer and telephone to do most of the processing. You never confront the debtor. The debtor doesnt know who you are. You are not a collection agency. Simply stated the steps to successful Money Processing are as follows Mail our recommended letter to companies and individuals with Money Judgments. We train you how to find out who to write to 8 to 11 of the firms and people you write will call you and ask for your help. They call you, you dont call them unless you want to. You send them an agreement supplied in the course to sign which splits every dollar you collect 50 to you and 50 to them. This applies no matter if the judgment is for 2,000.00 or 2,000,000.00. You then go on-line to our computers to find the debtor and their assets. We offer over 120 powerful reports to assist you. They range from credit reports from all three credit bureaus, to bank account locates, employment locates, skip traces and locating stocks and bonds, etc. The prices of our reports are very low. Typically 12 to 13 of what other firms charge. For example we charge 6.00 for an individuals credit report when some other companies charge 25.00. Once you find the debtor and their assets you file garnishments and liens on the assets you have located. Standard fill in the blanks forms are included in the course When you receive the assets you keep 50 and send 50 to the original Judgment holder. Once the Judgment is fully paid you mail a Satisfaction of Judgment to the court. Included in the course Quotes from several of our students Thomas in area code 516 writes us I just wanted to drop you a short note thanking you for your excellent course. My first week, part time, will net me 3,700.00 dollars . Your professionalism in both the manual and the video opened doors for me in the future. Theres no stopping me now. Recently Thomas states he has over 8,500,000 worth of judgments he is working on. After only having this course for four months, Larry S. in area code 314 stated to us  I am now making 2,000.00 per week and expect this to grow to twice this amount within the next year. I am having a ball. I have over 250,000 in judgments I am collecting on now. After having our course for 7 months Larry S. in 314 stated  I am now making 12,000.00 per month and have approximately 500,000.00 in judgments I am collecting on. Looks like I will have to hire someone to help out Marshal in area code 407 states to us I feel bad, you only charged me 259.00 for this course and it is a goldmine. I have added 3 full time people to help me after only having your course for 5 months From the above information and actual results you can see why we can state the following With our course you can own your own successful business. A business which earns you substantial income now and one which could be sold in 3-5 years, paying you enough to retire on and travel the world. A business which is extremely interesting to be in. A Business in which every day is new and exciting. None of your days will be hum-drum. Your brain is Challenged. A business, which protects you from Corporate Downsizing. A business which you can start part time from your home and later, if you so desire, you can work in full time. A business, which is your ticket to freedom from others telling you what to do. A business, which lets you control your own destiny. Our training has made this happen for many others already. Make it happen for you! If the above sounds interesting to you then its time for you to talk to a real live human being, no cost or obligation on your part. Please call us at 1--4 0 6 --6 5 2 --0 1 9 4 .. We have Service Support staff available to you from 800am to 900pm Mountain Time 7 days a week . If you call this number you can talk to one of our experienced Customer Support personnel. They can answer any questions you may have - with no obligation. Sometimes we run special pricing on our courses and combinations of courses. When you call our Customer Support line they can let you know of any specials we may be running. If you like what you read and hear about our courses, then the Customer Support person can work with you to place your order. We are very low key. We merely give you the facts and you can then decide if you want to work with us or not. Thank you for your time and interest.  This ad is produced and sent out by Universal Advertising Systems To be e x c l u d e d from our mailing list please email us at mariaelena87@mail2teen.com with exclude in the sub-line or call us toll free at 1--8 8 8--6 0 5--2 4 8 5 and give us your email address or write us atAdminScript-Update, P O B 1 2 0 0, O r a n g e s t a d, A r u b a  If you ever sue a company or a person and you win then you will have a Money Judgment against them.",恶意,"Thank you for your interest!!! Judgment Courses offers an extensive training course in How to Collect Money Judgments . s23 If you are like many people, you are not even sure what a Money Judgment is and why processing Money Judgments can earn you very substantial income . If you ever sue a company or a person and you win then you will have a Money Judgment against them. You are happy you won but you will soon find out the shocking fact Its now up to you to collect on the Judgment. The court does not require the loser to pay you. The court will not even help you. You must trace the loser down, find their assets, their employment, bank accounts, real estate, stocks and bonds, etc. Very few people know how to find these assets or what to do when they are found. The result is that millions of Judgments are just sitting in files and being forgotten. In 79 of the cases the winner of a Judgment never sees a dime. The non-payment of judicial debt has grown to epidemic proportions. Right now in the United States there is between 200 and 300 billion dollars of uncollected Money Judgment debt . For every Judgment that is paid, 5 more Judgments take its place. We identified this massive market 8 years ago and have actively pursued Judicial Judgments since. We invented this business. We have perfected it into a well proven and solid profession in which only a select few will be trained in the techniques necessary to succeed. With our first hand experience we have built a course which teaches you how to start your business in this new unknown and exciting field of processing Money Judgments. By following the steps laid out in our course and with reasonable effort you can become very successful in the processing of Money Judgments. The income potential is substantial in this profession. We have associates who have taken our course and are now working full time making 96,000.00 to over 200,000.00 per year. Part time associates are earning between 24,000.00 and 100,000.00 per year . Some choose to operate out of their home and work by themselves. Others build a sizable organization of 15 to 25 people in attractive business offices. Today our company and our associates have over 126 million dollars in Money Judgments that we are currently processing. Of this 126 million, 25 million is in the form of joint ventures between our firm and our associates. Joint ventures are where we make our money. We only break even when our course is purchased. We make a 12 margin on the reports we supply to our associates. Our reporting capability is so extensive that government agencies, police officers, attorneys, credit agencies etc., all come to us for reports. Many of our associates already have real estate liens in force of between 5 million to over 15 million dollars. Legally this means that when the properties are sold or refinanced our associate must be paid off. The norm is 10 interest compounded annually on unpaid Money Judgments. Annual interest on 5 million at 10 translates to 500,000.00 annually in interest income, not counting the payment of the principal. Our associates earn half of this amount or 250,000.00 per year. This is just for interest, not counting principle and not counting the compounding of the interest which can add substantial additional income. Typically companies are sold for 10 times earnings. Just based on simple interest an associate with 5 million in real estate liens could sell their business for approximately 2.5 million dollars. 92 of all of our associates work out of their home 43 are women and 36 are part time . One of the benefits of working in this field is that you are not under any kind of time frame. If you decide to take off for a month on vacation then go. The Judgments you are working on will be there when you return. The Judgments are still in force, they do not disappear. The way we train you is non-confrontational. You use your computer and telephone to do most of the processing. You never confront the debtor. The debtor doesnt know who you are. You are not a collection agency. Simply stated the steps to successful Money Processing are as follows Mail our recommended letter to companies and individuals with Money Judgments. We train you how to find out who to write to 8 to 11 of the firms and people you write will call you and ask for your help. They call you, you dont call them unless you want to. You send them an agreement supplied in the course to sign which splits every dollar you collect 50 to you and 50 to them. This applies no matter if the judgment is for 2,000.00 or 2,000,000.00. You then go on-line to our computers to find the debtor and their assets. We offer over 120 powerful reports to assist you. They range from credit reports from all three credit bureaus, to bank account locates, employment locates, skip traces and locating stocks and bonds, etc. The prices of our reports are very low. Typically 12 to 13 of what other firms charge. For example we charge 6.00 for an individuals credit report when some other companies charge 25.00. Once you find the debtor and their assets you file garnishments and liens on the assets you have located. Standard fill in the blanks forms are included in the course When you receive the assets you keep 50 and send 50 to the original Judgment holder. Once the Judgment is fully paid you mail a Satisfaction of Judgment to the court. Included in the course Quotes from several of our students Thomas in area code 516 writes us I just wanted to drop you a short note thanking you for your excellent course. My first week, part time, will net me 3,700.00 dollars . Your professionalism in both the manual and the video opened doors for me in the future. Theres no stopping me now. Recently Thomas states he has over 8,500,000 worth of judgments he is working on. After only having this course for four months, Larry S. in area code 314 stated to us  I am now making 2,000.00 per week and expect this to grow to twice this amount within the next year. I am having a ball. I have over 250,000 in judgments I am collecting on now. After having our course for 7 months Larry S. in 314 stated  I am now making 12,000.00 per month and have approximately 500,000.00 in judgments I am collecting on. Looks like I will have to hire someone to help out Marshal in area code 407 states to us I feel bad, you only charged me 259.00 for this course and it is a goldmine. I have added 3 full time people to help me after only having your course for 5 months From the above information and actual results you can see why we can state the following With our course you can own your own successful business. A business which earns you substantial income now and one which could be sold in 3-5 years, paying you enough to retire on and travel the world. A business which is extremely interesting to be in. A Business in which every day is new and exciting. None of your days will be hum-drum. Your brain is Challenged. A business, which protects you from Corporate Downsizing. A business which you can start part time from your home and later, if you so desire, you can work in full time. A business, which is your ticket to freedom from others telling you what to do. A business, which lets you control your own destiny. Our training has made this happen for many others already. Make it happen for you! If the above sounds interesting to you then its time for you to talk to a real live human being, no cost or obligation on your part. Please call us at 1--4 0 6 --6 5 2 --0 1 9 4 .. We have Service Support staff available to you from 800am to 900pm Mountain Time 7 days a week . If you call this number you can talk to one of our experienced Customer Support personnel. They can answer any questions you may have - with no obligation. Sometimes we run special pricing on our courses and combinations of courses. When you call our Customer Support line they can let you know of any specials we may be running. If you like what you read and hear about our courses, then the Customer Support person can work with you to place your order. We are very low key. We merely give you the facts and you can then decide if you want to work with us or not. Thank you for your time and interest.  This ad is produced and sent out by Universal Advertising Systems To be e x c l u d e d from our mailing list please email us at mariaelena87@mail2teen.com with exclude in the sub-line or call us toll free at 1--8 8 8--6 0 5--2 4 8 5 and give us your email address or write us atAdminScript-Update, P O B 1 2 0 0, O r a n g e s t a d, A r u b a  If you ever sue a company or a person and you win then you will have a Money Judgment against them.",是
